p_name,m_name
ブラッキー,ゆめくい
ヤミカラス,ゆめくい
ヤドキング,ゆめくい
ムウマ,ゆめくい
キリンリキ,ゆめくい
ノコッチ,ゆめくい
ニューラ,ゆめくい
デルビル,ゆめくい
ヘルガー,ゆめくい
ポリゴン2,ゆめくい
オドシシ,ゆめくい
ムチュール,ゆめくい
ハピナス,ゆめくい
ルギア,ゆめくい
ホウオウ,ゆめくい
セレビィ,ゆめくい
ラルトス,ゆめくい
キルリア,ゆめくい
サーナイト,ゆめくい
ヌケニン,ゆめくい
エネコ,ゆめくい
エネコロロ,ゆめくい
ヤミラミ,ゆめくい
アサナン,ゆめくい
チャーレム,ゆめくい
ゴクリン,ゆめくい
マルノーム,ゆめくい
バネブー,ゆめくい
ブーピッグ,ゆめくい
パッチール,ゆめくい
チルット,ゆめくい
チルタリス,ゆめくい
ルナトーン,ゆめくい
ソルロック,ゆめくい
ヤジロン,ゆめくい
ネンドール,ゆめくい
カゲボウズ,ゆめくい
ジュペッタ,ゆめくい
ヨマワル,ゆめくい
サマヨール,ゆめくい
チリーン,ゆめくい
アブソル,ゆめくい
ラティアス,ゆめくい
ラティオス,ゆめくい
ジラーチ,ゆめくい
デオキシス,ゆめくい
ガーメイル,ゆめくい
エテボース,ゆめくい
フワンテ,ゆめくい
フワライド,ゆめくい
ムウマージ,ゆめくい
ドンカラス,ゆめくい
ニャルマー,ゆめくい
ブニャット,ゆめくい
リーシャン,ゆめくい
ドーミラー,ゆめくい
ドータクン,ゆめくい
マネネ,ゆめくい
ピンプク,ゆめくい
ミカルゲ,ゆめくい
マニューラ,ゆめくい
ベロベルト,ゆめくい
トゲキッス,ゆめくい
メガヤンマ,ゆめくい
ポリゴンZ,ゆめくい
エルレイド,ゆめくい
ヨノワール,ゆめくい
ユキメノコ,ゆめくい
ユクシー,ゆめくい
エムリット,ゆめくい
アグノム,ゆめくい
ギラティナ（アナザーフォルム）,ゆめくい
ギラティナ（オリジンフォルム）,ゆめくい
クレセリア,ゆめくい
ダークライ,ゆめくい
アルセウス,ゆめくい
ミルホッグ,ゆめくい
チョロネコ,ゆめくい
レパルダス,ゆめくい
ムンナ,ゆめくい
コロモリ,ゆめくい
ココロモリ,ゆめくい
タブンネ,ゆめくい
クルミル,ゆめくい
クルマユ,ゆめくい
ハハコモリ,ゆめくい
モンメン,ゆめくい
エルフーン,ゆめくい
チュリネ,ゆめくい
ドレディア,ゆめくい
シンボラー,ゆめくい
デスマス,ゆめくい
デスカーン,ゆめくい
ゴチム,ゆめくい
ゴチミル,ゆめくい
ゴチルゼル,ゆめくい
ユニラン,ゆめくい
ダブラン,ゆめくい
ランクルス,ゆめくい
プルリル,ゆめくい
ブルンゲル,ゆめくい
リグレー,ゆめくい
オーベム,ゆめくい
ヒトモシ,ゆめくい
ランプラー,ゆめくい
シャンデラ,ゆめくい
メロエッタ(ステップフォルム),ゆめくい
メロエッタ（ボイスフォルム),ゆめくい
フォッコ,ゆめくい
テールナー,ゆめくい
マフォクシー,ゆめくい
ビビヨン,ゆめくい
ニャスパー,ゆめくい
ニャオニクス,ゆめくい
シュシュプ,ゆめくい
フレフワン,ゆめくい
ペロッパフ,ゆめくい
ペロリーム,ゆめくい
アマルス,ゆめくい
アマルルガ,ゆめくい
ボクレー,ゆめくい
オーロット,ゆめくい
バケッチャ,ゆめくい
パンプジン,ゆめくい
オンバット,ゆめくい
オンバーン,ゆめくい
イベルタル,ゆめくい
アブリー,ゆめくい
アブリボン,ゆめくい
ネマシュ,ゆめくい
マシェード,ゆめくい
ヤレユータン,ゆめくい
ミミッキュ,ゆめくい
ハギギシリ,ゆめくい
ルナアーラ,ゆめくい
アーボ,ようかいえき
アーボック,ようかいえき
ナゾノクサ,ようかいえき
クサイハナ,ようかいえき
マダツボミ,ようかいえき
ウツドン,ようかいえき
メノクラゲ,ようかいえき
ドククラゲ,ようかいえき
ツボツボ,ようかいえき
サボネア,ようかいえき
ノクタス,ようかいえき
リリーラ,ようかいえき
ユレイドル,ようかいえき
ガマゲロゲ,ようかいえき
シビビール,ようかいえき
シビルドン,ようかいえき
ヒトモシ,ようかいえき
ランプラー,ようかいえき
シャンデラ,ようかいえき
チョボマキ,ようかいえき
アギルダー,ようかいえき
クズモー,ようかいえき
ドラミドロ,ようかいえき
ウツロイド,ようかいえき
べべノム,ようかいえき
アーゴヨン,ようかいえき
トゲチック,ようせいのかぜ
ハネッコ,ようせいのかぜ
ポポッコ,ようせいのかぜ
ワタッコ,ようせいのかぜ
クチート,ようせいのかぜ
モンメン,ようせいのかぜ
フラベベ,ようせいのかぜ
フラエッテ,ようせいのかぜ
フラージェス,ようせいのかぜ
シュシュプ,ようせいのかぜ
フレフワン,ようせいのかぜ
ペロッパフ,ようせいのかぜ
ペロリーム,ようせいのかぜ
ニンフィア,ようせいのかぜ
クレッフィ,ようせいのかぜ
アブリー,ようせいのかぜ
アブリボン,ようせいのかぜ
カメックス,ラスターカノン
アローラディグダ,ラスターカノン
アローラダグトリオ,ラスターカノン
コイル,ラスターカノン
レアコイル,ラスターカノン
イワーク,ラスターカノン
タッツー,ラスターカノン
シードラ,ラスターカノン
ヒトデマン,ラスターカノン
スターミー,ラスターカノン
フォレトス,ラスターカノン
ハガネール,ラスターカノン
ハッサム,ラスターカノン
オクタン,ラスターカノン
エアームド,ラスターカノン
キングドラ,ラスターカノン
クチート,ラスターカノン
ボスゴドラ,ラスターカノン
バクーダ,ラスターカノン
アーマルド,ラスターカノン
メタング,ラスターカノン
メタグロス,ラスターカノン
レジアイス,ラスターカノン
レジスチル,ラスターカノン
ジラーチ,ラスターカノン
デオキシス,ラスターカノン
タテトプス,ラスターカノン
トリデプス,ラスターカノン
ドーミラー,ラスターカノン
ドータクン,ラスターカノン
ルカリオ,ラスターカノン
ジバコイル,ラスターカノン
ドサイドン,ラスターカノン
ダイノーズ,ラスターカノン
ウォッシュロトム,ラスターカノン
カットロトム,ラスターカノン
スピンロトム,ラスターカノン
ヒートロトム,ラスターカノン
フロストロトム,ラスターカノン
ロトム,ラスターカノン
ディアルガ,ラスターカノン
ヒードラン,ラスターカノン
アルセウス,ラスターカノン
ダンゴロ,ラスターカノン
ガントル,ラスターカノン
ギガイアス,ラスターカノン
シンボラー,ラスターカノン
ユニラン,ラスターカノン
ダブラン,ラスターカノン
ランクルス,ラスターカノン
バニプッチ,ラスターカノン
バニリッチ,ラスターカノン
バイバニラ,ラスターカノン
テッシード,ラスターカノン
ナットレイ,ラスターカノン
ギアル,ラスターカノン
ギギアル,ラスターカノン
ギギギアル,ラスターカノン
シビビール,ラスターカノン
シビルドン,ラスターカノン
フリージオ,ラスターカノン
クリムガン,ラスターカノン
ゴルーグ,ラスターカノン
アイアント,ラスターカノン
サザンドラ,ラスターカノン
コバルオン,ラスターカノン
ボルトロス（けしんフォルム）,ラスターカノン
ボルトロス（れいじゅうフォルム）,ラスターカノン
ゼクロム,ラスターカノン
キュレム,ラスターカノン
キュレム（ブラックキュレム）,ラスターカノン
キュレム（ホワイトキュレム）,ラスターカノン
ゲノセクト,ラスターカノン
ヒトツキ,ラスターカノン
ニダンギル,ラスターカノン
ギルガルド（シールドフォルム）,ラスターカノン
ギルガルド（ブレードフォルム）,ラスターカノン
シュシュプ,ラスターカノン
フレフワン,ラスターカノン
ウデッポウ,ラスターカノン
ブロスター,ラスターカノン
アマルス,ラスターカノン
アマルルガ,ラスターカノン
クレッフィ,ラスターカノン
カチコール,ラスターカノン
クレベース,ラスターカノン
ゼルネアス,ラスターカノン
ドデカバシ,ラスターカノン
クワガノン,ラスターカノン
シルヴァディ,ラスターカノン
バクガメス,ラスターカノン
ダダリン,ラスターカノン
ジャラランガ,ラスターカノン
ソルガレオ,ラスターカノン
テッカグヤ,ラスターカノン
ネクロズマ,ラスターカノン
マギアナ,ラスターカノン
ツンデツンデ,ラスターカノン
ラティオス,ラスターパージ
フシギダネ,リーフストーム
フシギソウ,リーフストーム
フシギバナ,リーフストーム
ウツボット,リーフストーム
タマタマ,リーフストーム
アローラナッシー,リーフストーム
ナッシー,リーフストーム
モンジャラ,リーフストーム
チコリータ,リーフストーム
